,gameId,playId,nflId,frameId,time,jerseyNumber,team,playDirection,x,y,s,a,dis,o,dir,event,game_playid,ball_snap,frames_after_snap,height,weight,birthDate,collegeName,officialPosition,displayName,pff_role,pff_positionLinedUp,pff_hit,pff_hurry,pff_sack,pff_beatenByDefender,pff_hitAllowed,pff_hurryAllowed,pff_sackAllowed,pff_nflIdBlockedPlayer,pff_blockType,pff_backFieldBlock,x_o,y_o
476745,2021103106,4109,39947.0,6.0,2021-10-31T20:08:06.500,79.0,IND,right,37.39,29.93,0.43,0.8,0.05,105.66,296.87,ball_snap,2021103106_4109,1.0,0.0,6-7,315,1991-01-05,Central Michigan,T,Eric Fisher,Pass Block,LT,,,,0.0,0.0,0.0,0.0,42365.0,PP,0.0,37.794695760766054,29.01554861188908
476746,2021103106,4109,39947.0,7.0,2021-10-31T20:08:06.600,79.0,IND,right,37.33,29.97,0.66,1.28,0.07,114.04,296.16,None,2021103106_4109,1.0,1.0,6-7,315,1991-01-05,Central Michigan,T,Eric Fisher,Pass Block,LT,,,,0.0,0.0,0.0,0.0,42365.0,PP,0.0,37.9176342190549,30.779126704908283
476747,2021103106,4109,39947.0,8.0,2021-10-31T20:08:06.700,79.0,IND,right,37.25,30.0,0.87,1.32,0.09,109.84,294.0,None,2021103106_4109,1.0,2.0,6-7,315,1991-01-05,Central Michigan,T,Eric Fisher,Pass Block,LT,,,,0.0,0.0,0.0,0.0,42365.0,PP,0.0,36.25669073230735,30.115484625452403
476748,2021103106,4109,39947.0,9.0,2021-10-31T20:08:06.800,79.0,IND,right,37.13,30.04,1.19,1.58,0.12,103.2,292.22,None,2021103106_4109,1.0,3.0,6-7,315,1991-01-05,Central Michigan,T,Eric Fisher,Pass Block,LT,,,,0.0,0.0,0.0,0.0,42365.0,PP,0.0,36.239592914165044,30.4951650486306
476749,2021103106,4109,39947.0,10.0,2021-10-31T20:08:06.900,79.0,IND,right,36.99,30.1,1.49,1.71,0.15,100.78,290.37,None,2021103106_4109,1.0,4.0,6-7,315,1991-01-05,Central Michigan,T,Eric Fisher,Pass Block,LT,,,,0.0,0.0,0.0,0.0,42365.0,PP,0.0,37.95915069437551,30.346468926218844
476750,2021103106,4109,39947.0,11.0,2021-10-31T20:08:07.000,79.0,IND,right,36.82,30.15,1.82,1.93,0.18,103.24,287.55,None,2021103106_4109,1.0,5.0,6-7,315,1991-01-05,Central Michigan,T,Eric Fisher,Pass Block,LT,,,,0.0,0.0,0.0,0.0,42365.0,PP,0.0,35.91210339762226,30.56919417862245
476751,2021103106,4109,39947.0,12.0,2021-10-31T20:08:07.100,79.0,IND,right,36.63,30.2,2.09,1.91,0.2,96.26,285.85,None,2021103106_4109,1.0,6.0,6-7,315,1991-01-05,Central Michigan,T,Eric Fisher,Pass Block,LT,,,,0.0,0.0,0.0,0.0,42365.0,PP,0.0,36.202772541624164,31.104144180321768
476752,2021103106,4109,39947.0,13.0,2021-10-31T20:08:07.200,79.0,IND,right,36.4,30.26,2.37,1.66,0.23,83.46,283.33,None,2021103106_4109,1.0,7.0,6-7,315,1991-01-05,Central Michigan,T,Eric Fisher,Pass Block,LT,,,,0.0,0.0,0.0,0.0,42365.0,PP,0.0,36.19369747658472,31.23848825687
476753,2021103106,4109,39947.0,14.0,2021-10-31T20:08:07.300,79.0,IND,right,36.14,30.3,2.66,1.54,0.26,60.39,279.43,None,2021103106_4109,1.0,8.0,6-7,315,1991-01-05,Central Michigan,T,Eric Fisher,Pass Block,LT,,,,0.0,0.0,0.0,0.0,42365.0,PP,0.0,35.37499007263788,29.655981513435062
476754,2021103106,4109,39947.0,15.0,2021-10-31T20:08:07.400,79.0,IND,right,35.86,30.33,2.85,1.33,0.28,50.18,276.43,None,2021103106_4109,1.0,9.0,6-7,315,1991-01-05,Central Michigan,T,Eric Fisher,Pass Block,LT,,,,0.0,0.0,0.0,0.0,42365.0,PP,0.0,36.85634859902304,30.244621611488537
